ISIN;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
FR0000031023;Utilities;Utilities - Renewable;https://www.es.fr/;Électricite de Strasbourg Société Anonyme;110.5;251.85;0.44;0.35;0.25;0.04
FR0000035719;Financial Services;Asset Management;https://www.eem-group.com/;Electricité et Eaux de Madagascar Société Anonyme;3.12;3.4;0.92;2.08;0.89;0.0
NO0010358484;Energy;Oil & Gas Equipment & Services;https://www.emgs.com/;Electromagnetic Geoservices ASA;2.045;0.27;7.57;5.53;0.14;0.0
NO0010911902;Consumer Cyclical;Specialty Retail;https://www.elektroimportoren.no/;Elektroimportøren AS;13.25;21.82;0.61;0.45;0.41;0.0
IT0005373417;Technology;Semiconductor Equipment & Materials;https://www.eles.com/;ELES Semiconductor Equipment S.p.A.;1.44;2.84;0.51;0.35;0.53;0.0
BE0003822393;Utilities;Utilities - Regulated Electric;https://www.eliagroup.eu/;Elia Group SA/NV;84.7;226.75;0.37;0.37;0.26;0.02
IT0003404214;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.elica.com/;Elica S.p.A.;1.73;5.29;0.33;0.24;0.35;0.0
FR0011950732;Consumer Cyclical;Restaurants;https://www.eliorgroup.com/;Elior;2.676;16.17;0.17;0.16;0.22;1.18
FR0012435121;Industrials;Specialty Business Services;https://www.fr.elis.com/en;Elis SA;19.12;29.74;0.64;0.6;0.39;0.0
NO0010816093;Basic Materials;Specialty Chemicals;https://www.elkem.com/;Elkem ASA;18.66;78.97;0.24;0.24;0.49;0.58
NO0010722283;Technology;Software - Infrastructure;https://www.ellipticlabs.com/;Elliptic Laboratories ASA;9.38;2.66;3.53;4.67;0.9;0.0
NO0010815673;Utilities;Utilities - Regulated Electric;https://investor.elmeragroup.no/;Elmera Group ASA;39.2;38.53;1.02;0.78;0.26;0.22
NO0011002586;;;https://twitter.com/YahooFinance;;3.88;0;0;0;0;0.0
IT0005561466;Industrials;Specialty Industrial Machinery;https://elsaweb.it/;ELSA Solutions S.p.A.;2.04;0.0;0;0;0;0.0
IT0001237053;Industrials;Tools & Accessories;https://www.emakgroup.it/;Emak S.p.A.;0.932;3.66;0.25;0.17;0.4;3.64
ES0105639001;Technology;Computer Hardware;https://www.embention.com/;Embention Sistemas Inteligentes, S.A.;21.0;0.0;0;0;0;0.0
IT0005562183;Consumer Cyclical;Resorts & Casinos;https://www.emmavillas.com/;Emma Villas S.p.A.;2.25;0.0;0;0;0;0.0
FR0013356755;Consumer Cyclical;Specialty Retail;https://www.emova-group.com/;Emova Group SA;0.85;7.87;0.11;0.13;0.41;0.0
ES0130960018;Utilities;Utilities - Regulated Gas;https://www.enagas.es/es/;Enagás, S.A.;13.0;28.92;0.45;0.5;0.33;0.74
IT0005176406;Industrials;Airports & Air Services;https://www.enav.it/;ENAV S.p.A.;4.22;3.43;1.23;1.57;0.58;0.0
FR0004030708;Basic Materials;Specialty Chemicals;https://www.encresdubuit.com/;Encres Dubuit;2.72;7.35;0.37;0.43;0.81;2.26
ES0130670112;Utilities;Utilities - Regulated Electric;https://www.endesa.com/;Endesa, S.A.;21.36;0;0;0;0.2;0.37
NO0012555459;Industrials;Conglomerates;https://endur.no/;Endúr ASA;67.2;54.29;1.24;0.88;0.4;0.0
IT0003128367;Utilities;Utilities - Diversified;https://www.enel.com/;Enel SpA;6.986;0;0;0;0.19;0.82
FR0013330792;Technology;Communication Equipment;https://www.enensys.com/;ENENSYS Technologies SA;0.774;2.23;0.35;0.21;0.04;0.0
NO0012697715;Technology;Solar;https://www.energeia.no/;Energeia AS;0.65;1.54;0.42;0.49;0.49;0.0
FR0013399359;Technology;Software - Application;https://energisme.com/;SA Energisme;0.0055;0;0;0;0;0.0
IT0005500712;Industrials;Electrical Equipment & Parts;https://www.energysynt.com/;Energy S.p.A.;0.85;1.77;0.48;0.37;0.65;0.0
IT0004356751;Consumer Defensive;Packaged Foods;https://www.enervit.com/;Enervit S.p.A.;3.4;3.1;1.1;0.81;0.47;0.61
FR0010208488;Utilities;Utilities - Diversified;https://www.engie.com/;Engie SA;15.25;0;0;0;0.15;0.39
IT0003132476;Energy;Oil & Gas Integrated;https://www.eni.com/;Eni S.p.A.;13.42;0;0;0;0.37;0.49
FR0014004974;;;https://twitter.com/YahooFinance;;1.53;0;0;0;0;0.0
NO0013186460;Technology;Electronic Components;https://www.ensurge.com/;Ensurge Micropower ASA;0.92;0.02;46.0;30.67;0.16;0.0
FR0014004362;Utilities;Utilities - Renewable;https://entech-se.com/;Entech SA;5.06;3.78;1.34;0.85;0.53;0.0
NO0010716418;;;https://twitter.com/YahooFinance;;10.04;0;0;0;0;0.0
FR0010424697;;;https://twitter.com/YahooFinance;;0.399;0;0;0;0;0.0
NL0015000GX8;;;;;5.35;0.0;0;0;0;0.0
IT0005521247;Industrials;Specialty Industrial Machinery;https://www.erreduegas.it/;ErreDue S.p.A.;7.7;13.86;0.56;2.27;0.76;0.0
AT0000652011;Financial Services;Banks - Regional;https://www.erstegroup.com/;Erste Group Bank AG;54.58;883.11;0.06;0.07;0.07;0.05
IT0005337107;Industrials;Specialty Industrial Machinery;https://www.esautomotion.com/;Esautomotion S.p.A.;2.83;3.17;0.89;0.7;0.85;0.74
IT0005421885;Consumer Defensive;Packaged Foods;https://www.esi-spa.com/;ESI S.p.A.;1.19;2.96;0.4;0.22;0.13;0.0
FR0000035818;Technology;Software - Application;https://www.esker.fr/;Esker SA;260.2;20.36;12.78;9.64;0.84;0.0
IT0005573818;Industrials;Engineering & Construction;https://www.espe.it/;Espe S.p.A.;2.7;4.08;0.66;0.37;0.19;0.0
IT0003850929;Technology;Electronics & Computer Distribution;https://www.esprinet.com/;Esprinet S.p.A.;4.62;33.15;0.14;0.08;0.21;0.61
FR0000121667;Healthcare;Medical Instruments & Supplies;https://www.essilorluxottica.com/;EssilorLuxottica Société anonyme;230.6;55.44;4.16;3.29;0.65;0.01
FR0000120669;Energy;Oil & Gas Refining & Marketing;https://corporate.esso.fr/;Esso S.A.F.;104.4;366.75;0.28;0.21;0.63;0.06
PTESO0AM0000;Consumer Cyclical;Resorts & Casinos;https://www.estoril-solsgps.com/;Estoril Sol, SGPS, S.A.;5.1;23.48;0.22;0.19;0.38;0.0
IT0005468191;Consumer Cyclical;Auto Manufacturers;https://www.estrima.com/;Estrima S.p.A.;0.226;6.15;0.04;0.02;0.22;0.0
IT0004818297;Healthcare;Medical Care Facilities;https://www.eukedos.it/;EuKedos S.p.A.;0.795;5.74;0.14;0.14;0.2;0.0
FR0000061475;Real Estate;Real Estate Services;https://www.eurasiafonciereinvestissements.com/;Eurasia Fonciere Investissements Société Anonyme;0.29;0.0;0;0;0;0.0
FR0010844001;Real Estate;Real Estate Services;https://www.eurasiagroupe.com/;Eurasia Groupe SA;1.98;0.0;0;0;0;0.0
FR0000121121;Financial Services;Asset Management;https://www.eurazeo.com/en/;Eurazeo SE;70.65;132.75;0.53;2.37;0.84;0.03
FR0014008VX5;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.euroapi.com/en;Euroapi S.A.;4.416;18.4;0.24;0.2;0.5;0.0
FR0013240934;Healthcare;Medical Devices;https://www.eurobio-scientific.com/;Eurobio Scientific Société anonyme;25.65;16.27;1.58;0.9;0.55;0.0
GB00B94QM994;Financial Services;Asset Management;https://www.eurocastleinv.com/;Eurocastle Investment Limited;7.95;22.21;0.36;16.91;1.01;1.35
NL0015000K93;Real Estate;REIT - Retail;https://www.eurocommercialproperties.com/;Eurocommercial Properties N.V.;23.45;72.28;0.32;0.64;0.52;0.0
FR0013256518;Healthcare;Diagnostics & Research;https://www.eurofins.fr/cerep/;Eurofins-Cerep SA;19800.0;0;0;0;0.92;0.0
FR0014000MR3;Healthcare;Diagnostics & Research;https://www.eurofins.com/;Eurofins Scientific SE;47.11;32.44;1.45;0.99;0.5;0.01
IT0005527616;Industrials;Specialty Industrial Machinery;https://www.euro-group.it/;EuroGroup Laminations S.p.A.;2.95;13.0;0.23;0.17;0.36;0.0
FR0010157115;Financial Services;Capital Markets;https://www.elcorp.com/;Euroland Corporate Société anonyme;2.82;0.0;0;0;0;2.2
BE0003816338;Energy;Oil & Gas Midstream;https://www.cmb.tech/;Cmb.Tech NV;10.22;18.58;0.55;0.65;0.3;0.47
NL0006294274;Financial Services;Financial Data & Stock Exchanges;https://www.euronext.com/;Euronext N.V.;107.4;1841.38;0.06;0.03;0.02;0.02
FR0010490920;Communication Services;Entertainment;https://www.europacorp.com/;EuropaCorp;0.35;1.11;0.32;0.24;0.02;0.0
NO0010735343;Consumer Defensive;Discount Stores;https://www.europris.no/;Europris ASA;70.95;48.7;1.46;1.02;0.33;0.06
IT0003895668;Technology;Computer Hardware;https://www.eurotech.com/;Eurotech S.p.A.;0.77;1.52;0.51;0.3;0.64;0.0
FR0010221234;Technology;Communication Equipment;https://www.eutelsat.com/;Eutelsat Communications Société Anonyme;3.112;14.2;0.22;0.25;0.48;3.64
DK0061414711;Basic Materials;Specialty Chemicals;https://www.everfuel.com/;Everfuel A/S;12.9;1.14;11.32;15.73;0.51;0.0
FR0000035784;;;https://twitter.com/YahooFinance;;1.025;0;0;0;0;0.0
IT0005430936;Utilities;Utilities - Regulated Electric;https://www.eviso.ai/;eVISO S.p.A.;6.3;3.0;2.1;1.28;0.25;0.0
DE000EVNK013;Basic Materials;Specialty Chemicals;https://corporate.evonik.com/;Evonik Industries AG;17.82;30.35;0.59;0.51;0.46;0.3
DE0005664809;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.evotec.com/;Evotec SE;8.77;9.55;0.92;0.91;0.49;0.0
BE0003820371;Technology;Communication Equipment;https://www.evs.com/;EVS Broadcast Equipment SA;29.5;17.18;1.72;1.76;0.87;0.15
FR0000064164;Industrials;Business Equipment & Supplies;https://www.exacomptaclairefontaine.fr/;Exacompta Clairefontaine S.A.;149.0;790.32;0.19;0.16;0.55;0.02
NO0010852213;Healthcare;Biotechnology;https://exact-tx.com/;EXACT Therapeutics AS;4.1;0.97;4.23;3.6;0.74;0.0
FR0000062671;Industrials;Aerospace & Defense;https://www.exail-technologies.com/;Exail Technologies;17.3;57.18;0.3;0.3;0.16;0.15
FR0014005DA7;Technology;Software - Infrastructure;https://www.exclusive-networks.com/;Exclusive Networks SA;24.05;31.62;0.76;0.49;0.29;0.0
IT0005557530;Consumer Defensive;Education & Training Services;https://www.execus.com/;Execus S.p.A.;1.35;0.56;2.41;1.41;0.51;0.0
FR0004527638;Industrials;Farm & Heavy Construction Machinery;https://www.exel-industries.com/;EXEL Industries SA;42.0;116.36;0.36;0.28;0.54;0.04
BE0003808251;Energy;Oil & Gas Midstream;https://www.exmar.com/;Exmar NV;11.18;16.1;0.69;0.85;0.64;0.51
NL0012059018;Industrials;Farm & Heavy Construction Machinery;https://www.exor.com/;Exor N.V.;95.4;397.19;0.24;0.17;0.27;0.0
IT0004496029;Technology;Software - Application;https://www.expert.ai/;Expert.ai S.p.A.;1.4;0.84;1.67;1.87;0.52;0.0
FR0014003AQ4;Basic Materials;Specialty Chemicals;https://www.epc-groupe.com/;EPC Groupe;192.0;204.72;0.94;0.75;0.33;0.01
ES0105029005;Technology;Software - Application;https://www.facephi.com/;Facephi Biometria, S.A.;1.62;1.29;1.26;0.82;0.34;0.0
IT0005500688;Technology;Electronic Components;https://www.fae.technology/;FAE Technology S.p.A.;2.94;2.54;1.16;0.72;0.33;0.0
BE0003874915;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.fagron.com/;Fagron NV;18.12;7.72;2.35;1.5;0.53;0.06
IT0005487670;Healthcare;Pharmaceutical Retailers;https://www.farmacosmo.it/;Farmacosmo S.p.A.;0.622;0.76;0.82;0.49;0.41;0.0
PTFNV1AM0002;Industrials;Conglomerates;https://www.farminveste-sgps.com/;Farminveste, S.G.P.S., S.A.;1.26;215.68;0.01;0.0;0.22;0.0
NL0013654809;Consumer Cyclical;Specialty Retail;https://fastnedcharging.com/;Fastned B.V.;22.25;16.93;1.31;1.34;0.47;0.0
FR0000031973;Consumer Defensive;Household & Personal Products;https://fsdv.fr/;Fayenceries de Sarreguemines, Digoin & Vitry-le-Francois Société Anonyme;17.6;0;0;0;0;0.0
IE0003290289;Financial Services;Insurance - Property & Casualty;https://www.fbdgroup.com/;FBD Holdings plc;12.7;37.31;0.34;0.51;0.35;0.33
FR0012300424;Consumer Defensive;Packaged Foods;https://www.franckdeville.fr/;FD SA;0.41;0.0;0;0;0;0.0
GB0031477770;Technology;Information Technology Services;https://fdtechnologies.com/;FD Technologies plc;2015.0;5.9;341.53;205.61;0.51;0.0
FR0013451333;Consumer Cyclical;Gambling;https://www.groupefdj.com/;La Française des Jeux Société anonyme;37.68;14.81;2.54;1.59;0.3;0.0
FR0000060824;Industrials;Conglomerates;https://www.financiere-marjos.com/;Financière Marjos SA;0.119;0.0;0;-2.97;55.81;0.0
IT0005475162;Industrials;Consulting Services;https://www.finanza.tech/;Finanza.tech S.p.A.;0.76;0.89;0.85;0.53;0.51;0.0
FR0010487272;Industrials;Waste Management;https://www.finaxo.fr/;Finaxo Environnement Societe Anonyme;0.625;0.0;0;0;0;0.0
IT0005215329;Consumer Defensive;Packaged Foods;https://www.finefoods.it/;Fine Foods & Pharmaceuticals N.T.M. S.p.A.;7.7;10.43;0.74;0.84;0.56;0.17
IT0000072170;Financial Services;Banks - Regional;https://finecobank.com/;FinecoBank Banca Fineco S.p.A.;16.59;54.33;0.31;0.33;0.07;0.2
FR0000038184;Real Estate;Real Estate Services;https://www.f-i-p-p.com/;FIPP Société Anonyme;0.141;0.71;0.2;0.45;0.6;0.0
IT0005252736;Financial Services;Capital Markets;https://www.firstcapital.it/;First Capital S.p.A.;15.9;39.1;0.41;0.84;0.69;0.11
NL0015000X07;Communication Services;Entertainment;https://www.fl-entertainment.com/;BANIJAY GROUP N.V.;8.6;21.53;0.4;0.44;0.0;0.0
FR0000074759;;;https://twitter.com/YahooFinance;;25.1;0;0;0;0;0.0
PTFXD0AM0018;Financial Services;Asset Management;https://www.flexdeal.pt/;Flexdeal Simfe S.A.;4.9;6.16;0.8;3.66;0.91;0.0
FR001400GO75;Basic Materials;Agricultural Inputs;https://www.florentaise.com/;SAS Florentaise;2.39;10.71;0.22;0.16;0.32;0.0
BE0003215143;Industrials;Conglomerates;https://www.floridienne.be/;Floridienne S.A.;640.0;0;0;0;0.34;0.0
BE0003847648;Consumer Defensive;Education & Training Services;https://www.flowsparks.com/;Flowsparks NV;21.0;0.0;0;0;0;0.0
BE0974265945;Energy;Oil & Gas Midstream;https://www.fluxys.com/belgium;Fluxys Belgium SA;16.45;283.76;0.06;0.05;0.18;0.32
FR0011476928;Consumer Cyclical;Specialty Retail;https://www.fnacdarty.com/;Fnac Darty SA;28.15;214.96;0.13;0.1;0.26;0.0
IT0000060886;Industrials;Railroads;https://www.fnmgroup.it/;FNM S.p.A.;0.437;4.46;0.1;0.06;0.16;7.64
FR0010341032;Real Estate;Real Estate Services;https://fonciere-inea.com/mentions-legales/;Fonciere Inea S.A.;31.5;108.99;0.29;0.55;0.5;0.21
FR0000033409;Real Estate;REIT - Office;https://www.fonciere-lyonnaise.com/;Societe Fonciere Lyonnaise;72.8;172.95;0.42;0.78;0.48;0.06
FR0011605617;Real Estate;Real Estate Services;https://www.foncierevindi.com/;Foncière Vindi Société Anonyme;4.2;0.0;0;0;0;0.0
FR0000053944;Real Estate;Real Estate Services;https://www.foncierevolta.com/;Foncière Volta;7.95;23.69;0.34;0.46;0.49;0.82
IT0005203424;Consumer Cyclical;Luxury Goods;https://www.fope.com/;Fope S.p.A.;21.6;10.5;2.06;1.77;0.66;0.0
NL0011832811;Consumer Defensive;Packaged Foods;https://www.forfarmersgroup.eu/;ForFarmers N.V.;3.43;8.46;0.41;0.33;0.39;1.74
FR0014005SB3;Consumer Cyclical;Auto Parts;https://www.forseepower.com/;Forsee Power Société anonyme;0.411;2.28;0.18;0.12;0.37;0.0
FI0009007132;Utilities;Utilities - Renewable;https://www.fortum.com/;Fortum Oyj;14.1;19.13;0.74;0.78;0.63;0.46
FR0000121147;Consumer Cyclical;Auto Parts;https://www.forvia.com/;Forvia SE;8.608;168.41;0.05;0.04;0.16;0.24
IT0005388217;Technology;Information Technology Services;https://www.gruppofos.it/it;Fos S.p.A.;2.26;3.9;0.58;0.32;0.4;0.0
BE0003752665;Consumer Defensive;Food Distribution;https://www.fountain.be/;Fountain S.A.;1.5;2.93;0.51;0.41;0.11;4.47
FR0010485268;Consumer Cyclical;Recreational Vehicles;https://www.fountaine-pajot.com/;S.A. Fountaine Pajot;95.0;152.54;0.62;0.37;0.35;0.02
FR0013030152;Energy;Oil & Gas E&P;https://www.francaisedelenergie.fr/;La Française de l'Energie S.A.;21.15;36.29;0.58;0.61;0.41;0.0
FR0010823724;Real Estate;Real Estate Services;https://www.francetourismeimmobilier.fr/;France Tourisme Immobilier SA;0.031;0.0;0;0;0;0.0
IT0005508574;Industrials;Engineering & Construction;https://www.franchetti.tech/;Franchetti S.p.A.;7.0;2.03;3.45;2.17;0.51;0.0
IT0005335754;Industrials;Building Products & Equipment;https://www.fum.it/;Franchi Umberto Marmi S.p.A.;5.65;4.8;1.18;0.97;0.57;0.0
DE0005773303;Industrials;Airports & Air Services;https://www.fraport.com/;Fraport AG;54.0;212.68;0.25;0.26;0.24;0.05
FR0004187367;Industrials;Staffing & Employment Services;https://www.freelance.com/;Freelance.com SA;2.58;7.23;0.36;0.21;0.35;0.0
IT0004819857;Utilities;Utilities - Renewable;https://frendyenergy.edison.it/;Frendy Energy S.p.A.;0.23;0.24;0.96;1.44;0.77;0.0
DE0005785604;Healthcare;Medical Care Facilities;https://www.fresenius.com/;Fresenius SE & Co. KGaA;33.67;44.85;0.75;0.55;0.44;0.03
DE0005785802;Healthcare;Medical Care Facilities;https://www.freseniusmedicalcare.com/;Fresenius Medical Care AG;45.71;70.89;0.64;0.5;0.42;0.03
FR0010588079;Real Estate;REIT - Retail;https://www.frey.fr/;Frey SA;28.6;75.05;0.38;0.57;0.45;0.18
IT0005378457;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.friulchem.com/;Friulchem S.p.A.;0.73;4.82;0.15;0.1;0.27;0.0
NL00150003E1;Energy;Oil & Gas Equipment & Services;https://www.fugro.com/;Fugro N.V.;17.23;18.78;0.92;0.91;0.54;0.23
PTFCP0AM0008;Communication Services;Entertainment;https://www.fcporto.pt/;Futebol Clube do Porto - Futebol, S.A.D.;1.13;23.41;0.05;0.07;0.38;0.0
IT0005445108;Real Estate;Real Estate Services;https://gabettishortrent.it/;G Rent S.p.A.;0.462;0.34;1.36;1.03;0.09;0.0
FR0000053415;Industrials;Specialty Business Services;https://www.ga-investissement.fr/;Grande Armee Investissement SA;87.0;0;0;0;0;0.0
IT0005498610;Consumer Cyclical;Textile Manufacturing;https://www.gmleatherspa.com/;G.M. Leather S.p.A.;1.21;4.4;0.27;0.16;0.25;0.0
IT0005023038;Real Estate;Real Estate Services;https://www.gabettigroup.com/;Gabetti Property Solutions S.p.A.;0.586;1.4;0.42;0.28;0.34;4.18
BE0003818359;Healthcare;Biotechnology;https://www.glpg.com/;Galapagos NV;25.66;59.63;0.43;0.35;0.69;0.0
FR0011100759;Consumer Defensive;Household & Personal Products;https://www.galeoconcept.com/;Galeo Concept Société Anonyme;1.27;0;0;0;0;0.0
PTGAL0AM0009;Energy;Oil & Gas Integrated;https://www.galp.com/;Galp Energia, SGPS, S.A.;16.385;22.62;0.72;0.59;0.31;0.29
IT0005122392;Communication Services;Publishing;https://www.gamberorosso.it/;Gambero Rosso S.p.A.;0.33;2.27;0.15;0.14;0.34;0.0
IT0005345233;Healthcare;Medical Care Facilities;https://www.garofalohealthcare.com/;Garofalo Health Care S.p.A.;5.6;6.49;0.86;0.73;0.38;0.0
IT0004098510;Energy;Oil & Gas E&P;https://www.gasplus.it/;Gas Plus S.p.A.;2.45;7.1;0.35;0.29;0.46;0.0
FR0000124414;Consumer Cyclical;Packaging & Containers;https://www.groupe-gascogne.com/;Gascogne SA;2.5;17.45;0.14;0.13;0.4;1.92
FR0000034894;Communication Services;Entertainment;https://www.gaumont.fr/;Gaumont SA;83.0;98.73;0.84;0.59;0.54;0.02
FR0013495298;Consumer Cyclical;Auto Manufacturers;https://www.gaussin.com/;Gaussin SA;0.105;2.62;0.04;0.03;0.02;0.0
BE0003797140;Financial Services;Asset Management;https://www.gbl.be/;Groupe Bruxelles Lambert SA;66.15;166.99;0.4;0.44;0.52;0.05
FR0000053035;Industrials;Business Equipment & Supplies;https://www.gea.fr/;Grenobloise d'Electronique et d'Automatismes Société Anonyme;73.0;85.01;0.86;0.71;1.97;0.02
DE0006602006;;;;;48.08;0.0;0;0;0;0.0
NO0010748866;Healthcare;Medical Devices;https://www.gentian.com/;Gentian Diagnostics ASA;39.6;10.58;3.74;3.49;0.85;0.0
IT0005531261;Consumer Cyclical;Textile Manufacturing;https://www.gentilimosconi.it/;Gentili Mosconi S.p.A.;2.49;2.49;1.0;0.86;0.74;0.0
PTGVE1AE0009;Financial Services;Asset Management;https://www.gentlemensequity.com/;Gentlemen's Equity S.A.;0.012;0.0;0;0;0;0.0
IT0003697080;Consumer Cyclical;Footwear & Accessories;https://www.geox.biz/;Geox S.p.A.;0.552;2.93;0.19;0.12;0.13;9.38
FR0010533075;Industrials;Railroads;https://www.getlinkgroup.com/;Getlink SE;16.03;16.32;0.98;1.04;0.28;0.15
FR0000033888;Industrials;Specialty Industrial Machinery;https://www.gevelot-sa.fr/;Gévelot SA;188.0;0;0;0;0.75;0.01
IT0005341059;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.gibus.com/;Gibus S.p.A.;7.84;14.31;0.55;0.35;0.37;0.0
NO0011013765;Consumer Defensive;Farm Products;https://gigantesalmon.no/;Gigante Salmon AS;8.48;6.47;1.31;2.42;0.65;0.0
IT0005122400;Consumer Cyclical;Internet Retail;https://www.giglio.org/;Giglio Group S.p.A.;0.4;0.87;0.46;2.86;1.13;0.0
IT0005453003;Consumer Cyclical;Internet Retail;https://www.giglio.com/;Giglio.com S.p.A.;1.0;0.98;1.02;0.61;0.69;0.0
BE0003699130;Financial Services;Asset Management;https://www.gimv.com/en/;Gimv NV;39.15;67.03;0.58;2.62;0.78;0.14
IT0005391138;Consumer Cyclical;Luxury Goods;https://www.gismondi1754.com/;Gismondi 1754 S.p.A.;2.99;5.49;0.54;0.35;0.46;0.0
NO0010582521;Financial Services;Insurance - Property & Casualty;https://www.gjensidige.no/;Gjensidige Forsikring ASA;203.0;280.31;0.72;0.82;0.16;0.02
FR0000066672;Industrials;Specialty Business Services;https://www.gl-events.com/;GL Events;16.62;103.45;0.16;0.13;0.16;0.2
IE0000669501;Consumer Defensive;Packaged Foods;https://www.glanbia.com/;Glanbia plc;13.85;8.81;1.57;1.13;0.63;0.17
JE00B4T3BW64;Basic Materials;Other Industrial Metals & Mining;https://www.glencore.com/;Glencore plc;378.0;0;0;0;0.27;0.01
IE00BD6JX574;Consumer Cyclical;Residential Construction;https://glenveagh.ie/;Glenveagh Properties PLC;1.55;1.6;0.97;0.8;0.73;0.0
PTPAD0AM0007;Technology;Information Technology Services;https://www.glintt.com/;Glintt Global, S.A.;0.478;1.82;0.26;0.26;0.42;0.0
FR0011052257;Utilities;Utilities - Diversified;https://www.global-bioenergies.com/;Global Bioenergies SA;0.798;0.99;0.81;0.63;1.58;0.0
FR0011208693;Basic Materials;Other Precious Metals & Mining;https://www.goldbygold.com/;Gold By Gold SA;4.72;2.48;1.9;1.23;0.47;0.67
NO0004913609;Industrials;Engineering & Construction;https://www.goodtech.no/;Goodtech ASA;10.15;12.98;0.78;0.56;0.53;0.0
FR0010214064;Industrials;Waste Management;https://www.pizzorno.com/;Groupe Pizzorno Environnement;77.0;86.43;0.89;0.69;0.29;0.0
IT0005221517;Healthcare;Health Information Services;https://www.gpi.it/;GPI S.p.A.;11.32;26.49;0.43;0.32;0.28;0.0
FR0000065971;Basic Materials;Agricultural Inputs;https://www.graines-voltz.com/;Graines Voltz;19.45;88.41;0.22;0.15;0.5;0.24
IE00B1FR8863;Basic Materials;Other Industrial Metals & Mining;https://www.greatwesternmining.com/;Great Western Mining Corporation PLC;0.02;0;0;0;0.94;0.0
NO0010907744;Basic Materials;Other Industrial Metals & Mining;https://greenminerals.no/;Green Minerals AS;4.1;0.55;7.45;6.03;0.77;0.0
IT0005549768;Basic Materials;Chemicals;https://www.greenoleo.com/;Green Oleo S.p.A.;0.95;0.0;0;0;0;0.0
IE00BF2NR112;;;https://issgovernance.com/quickscore;Greencoat Renewables;0.894;0;0;0;0;0.0
PTGNV0AM0001;Utilities;Utilities - Renewable;https://www.greenvolt.pt/;Greenvolt - Energias Renováveis, S.A.;0.0;12.96;0.0;0.0;0.21;0
BE0003765790;Consumer Defensive;Food Distribution;https://www.greenyard.group/;Greenyard NV;5.02;34.11;0.15;0.11;0.24;0.0
NO0010365521;Consumer Defensive;Farm Products;https://griegseafood.com/;Grieg Seafood ASA;62.55;103.28;0.61;0.5;0.39;0.04
IT0005332595;Consumer Cyclical;Packaging & Containers;https://www.grifal.it/;Grifal S.p.A.;1.67;4.53;0.37;0.28;0.3;0.0
